Latitude (decimal degrees):	35.697
Longitude (decimal degrees):	104.011
Elevation (m):	3235
Radiation database:	PVGIS-ERA5


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230824:0730,498.22,619.72,49.29,23.22,5.79,0.0
20230824:0830,346.44,431.58,37.96,22.4,6.41,0.0
20230824:0930,174.85,231.18,25.96,21.0,7.1,0.0
20230824:1030,57.37,95.08,13.79,19.87,7.24,0.0
20230824:1130,2.65,11.72,1.75,18.43,6.41,0.0
20230824:1230,0.0,0.0,0.0,16.83,6.07,0.0
20230824:1330,0.0,0.0,0.0,15.71,5.66,0.0
20230824:1430,0.0,0.0,0.0,14.88,5.1,0.0
20230824:1530,0.0,0.0,0.0,14.16,4.76,0.0
20230824:1630,0.0,0.0,0.0,13.54,4.07,0.0
20230824:1730,0.0,0.0,0.0,13.11,3.66,0.0
20230824:1830,0.0,0.0,0.0,12.79,3.31,0.0
20230824:1930,0.0,0.0,0.0,12.9,2.83,0.0
20230824:2030,0.0,0.0,0.0,12.56,2.48,0.0
20230824:2130,0.0,0.0,0.0,12.36,2.34,0.0
20230824:2230,0.0,0.0,-0.7,12.18,2.07,0.0
20230824:2330,19.53,36.77,11.28,11.95,1.72,0.0
20230825:0030,84.83,118.34,23.31,12.18,2.14,0.0
20230825:0130,138.76,178.91,35.36,12.94,2.0,0.0
20230825:0230,91.74,125.26,46.86,13.68,1.72,0.0
20230825:0330,212.36,266.23,56.98,14.31,1.17,0.0
20230825:0430,185.85,237.43,63.84,15.19,0.69,0.0
20230825:0530,155.76,201.43,64.54,15.55,0.9,0.0
20230825:0630,451.08,550.76,58.68,15.46,2.14,0.0
20230825:0730,419.07,514.29,49.01,17.05,2.9,0.0
20230825:0830,272.68,339.46,37.69,17.89,3.1,0.0
20230825:0930,139.55,186.19,25.71,17.83,3.66,0.0
20230825:1030,51.69,80.57,13.54,17.17,3.79,0.0
20230825:1130,1.45,9.23,1.49,16.05,3.45,0.0
20230825:1230,0.0,0.0,0.0,14.99,2.83,0.0
20230825:1330,0.0,0.0,0.0,14.22,2.0,0.0
20230825:1430,0.0,0.0,0.0,13.55,1.66,0.0
20230825:1530,0.0,0.0,0.0,12.8,1.45,0.0
20230825:1630,0.0,0.0,0.0,12.06,1.38,0.0
20230825:1730,0.0,0.0,0.0,11.74,1.17,0.0
20230825:1830,0.0,0.0,0.0,11.3,1.1,0.0
20230825:1930,0.0,0.0,0.0,10.9,1.31,0.0
20230825:2030,0.0,0.0,0.0,10.66,1.38,0.0
20230825:2130,0.0,0.0,0.0,10.47,1.66,0.0
20230825:2230,0.0,0.0,-0.85,10.28,1.66,0.0
20230825:2330,14.8,30.13,11.15,10.18,1.45,0.0
20230826:0030,86.59,118.11,23.18,10.47,1.59,0.0
20230826:0130,209.42,259.2,35.21,10.82,1.86,0.0
20230826:0230,307.88,374.69,46.69,12.09,2.07,0.0
20230826:0330,328.18,400.77,56.75,13.48,2.28,0.0
20230826:0430,421.21,515.57,63.53,14.6,2.55,0.0
20230826:0530,542.1,667.59,64.19,15.88,2.97,0.0
20230826:0630,691.74,867.46,58.35,17.02,3.31,0.0
20230826:0730,557.59,687.54,48.72,18.15,4.07,0.0
20230826:0830,395.77,487.91,37.43,18.51,4.14,0.0
20230826:0930,264.75,341.95,25.46,18.27,3.93,0.0
20230826:1030,62.42,114.52,13.29,17.7,3.79,0.0
20230826:1130,1.55,9.44,1.23,16.47,3.1,0.0
20230826:1230,0.0,0.0,0.0,14.56,2.14,0.0
20230826:1330,0.0,0.0,0.0,13.03,1.86,0.0
20230826:1430,0.0,0.0,0.0,11.68,1.66,0.0
20230826:1530,0.0,0.0,0.0,10.31,1.45,0.0
20230826:1630,0.0,0.0,0.0,9.52,1.24,0.0
20230826:1730,0.0,0.0,0.0,9.13,1.1,0.0
20230826:1830,0.0,0.0,0.0,9.05,0.9,0.0
20230826:1930,0.0,0.0,0.0,9.08,0.9,0.0
20230826:2030,0.0,0.0,0.0,9.03,0.83,0.0
20230826:2130,0.0,0.0,0.0,8.7,0.76,0.0
20230826:2230,0.0,0.0,-1.0,8.29,0.69,0.0
20230826:2330,25.65,44.16,11.01,7.93,0.69,0.0
20230827:0030,251.47,324.39,23.04,9.31,0.41,0.0
20230827:0130,462.27,573.02,35.06,12.74,0.62,0.0
20230827:0230,625.98,789.89,46.51,14.63,1.03,0.0
20230827:0330,739.97,951.85,56.51,16.23,1.59,0.0
20230827:0430,799.43,1043.5,63.21,17.53,1.86,0.0
20230827:0530,764.87,994.18,63.84,18.74,2.07,0.0
20230827:0630,652.33,832.66,58.02,19.73,2.41,0.0
20230827:0730,537.43,669.29,48.43,19.77,3.24,0.0
20230827:0830,369.72,459.72,37.16,19.67,3.59,0.0
20230827:0930,238.29,309.32,25.2,19.08,3.86,0.0
20230827:1030,66.92,121.71,13.03,18.3,4.28,0.0
20230827:1130,1.58,9.53,0.97,17.09,3.66,0.0
20230827:1230,0.0,0.0,0.0,15.2,2.97,0.0
20230827:1330,0.0,0.0,0.0,13.75,2.48,0.0
20230827:1430,0.0,0.0,0.0,12.65,2.14,0.0
20230827:1530,0.0,0.0,0.0,11.58,1.86,0.0
20230827:1630,0.0,0.0,0.0,10.36,1.66,0.0
20230827:1730,0.0,0.0,0.0,9.59,1.45,0.0
20230827:1830,0.0,0.0,0.0,9.1,1.45,0.0
20230827:1930,0.0,0.0,0.0,8.27,1.79,0.0
20230827:2030,0.0,0.0,0.0,7.97,1.59,0.0
20230827:2130,0.0,0.0,0.0,7.99,1.31,0.0
20230827:2230,0.0,0.0,-1.15,7.96,1.17,0.0
20230827:2330,25.01,43.29,10.87,7.7,1.24,0.0
20230828:0030,253.44,325.26,22.9,9.87,1.45,0.0
20230828:0130,471.25,573.38,34.91,13.02,2.48,0.0
20230828:0230,637.3,786.36,46.33,15.29,2.9,0.0
20230828:0330,752.7,952.5,56.27,17.15,2.97,0.0
20230828:0430,808.44,1039.85,62.89,18.66,3.1,0.0
20230828:0530,810.92,1045.49,63.48,19.92,3.45,0.0
20230828:0630,723.76,920.28,57.68,20.89,3.93,0.0
20230828:0730,616.98,774.53,48.13,21.11,4.0,0.0
20230828:0830,455.69,567.55,36.88,21.19,4.41,0.0
20230828:0930,253.89,331.39,24.94,20.81,4.62,0.0
20230828:1030,67.42,124.35,12.77,20.04,4.9,0.0
20230828:1130,1.01,8.31,0.7,18.52,4.83,0.0
20230828:1230,0.0,0.0,0.0,16.33,4.55,0.0
20230828:1330,0.0,0.0,0.0,14.74,4.34,0.0
20230828:1430,0.0,0.0,0.0,13.54,3.93,0.0
20230828:1530,0.0,0.0,0.0,12.52,3.86,0.0
20230828:1630,0.0,0.0,0.0,11.62,3.72,0.0
20230828:1730,0.0,0.0,0.0,10.78,3.38,0.0
20230828:1830,0.0,0.0,0.0,10.0,3.17,0.0
20230828:1930,0.0,0.0,0.0,9.99,3.03,0.0
20230828:2030,0.0,0.0,0.0,9.46,2.9,0.0
20230828:2130,0.0,0.0,0.0,8.95,2.69,0.0
20230828:2230,0.0,0.0,-1.3,8.45,2.48,0.0
20230828:2330,25.2,43.55,10.73,7.97,2.14,0.0
20230829:0030,251.81,322.23,22.77,10.24,2.28,0.0
20230829:0130,470.57,570.45,34.76,12.97,2.9,0.0
20230829:0230,612.45,754.54,46.14,15.14,2.69,0.0
20230829:0330,740.54,947.33,56.03,16.86,2.07,0.0
20230829:0430,772.67,1011.76,62.58,18.55,1.72,0.0
20230829:0530,774.96,1019.24,63.12,19.9,1.93,0.0
20230829:0630,717.19,930.35,57.35,20.97,2.41,0.0
20230829:0730,617.02,785.54,47.83,21.86,2.97,0.0
20230829:0830,481.55,607.16,36.61,22.1,3.38,0.0
20230829:0930,277.59,365.34,24.67,21.99,3.79,0.0
20230829:1030,66.34,124.05,12.51,21.26,4.21,0.0
20230829:1130,0.74,7.7,0.43,19.86,4.14,0.0
20230829:1230,0.0,0.0,0.0,17.5,3.72,0.0
20230829:1330,0.0,0.0,0.0,15.73,3.66,0.0
20230829:1430,0.0,0.0,0.0,14.31,3.31,0.0
20230829:1530,0.0,0.0,0.0,13.11,2.9,0.0
20230829:1630,0.0,0.0,0.0,12.1,2.55,0.0
20230829:1730,0.0,0.0,0.0,11.11,2.21,0.0
20230829:1830,0.0,0.0,0.0,10.05,1.93,0.0
20230829:1930,0.0,0.0,0.0,9.44,1.66,0.0
20230829:2030,0.0,0.0,0.0,9.19,1.52,0.0
20230829:2130,0.0,0.0,0.0,8.76,1.52,0.0
20230829:2230,0.0,0.0,-1.45,8.38,1.52,0.0
20230829:2330,26.08,44.64,10.6,7.71,1.59,0.0
20230830:0030,255.17,326.32,22.63,10.05,1.79,0.0
20230830:0130,487.31,595.34,34.61,14.01,2.69,0.0
20230830:0230,657.32,819.38,45.96,16.68,2.9,0.0
20230830:0330,764.42,984.27,55.79,18.9,2.62,0.0
20230830:0430,815.01,1071.84,62.25,20.82,2.62,0.0
20230830:0530,814.43,1075.43,62.75,22.39,2.9,0.0
20230830:0630,761.6,993.84,57.01,23.59,3.45,0.0
20230830:0730,655.1,836.76,47.52,24.06,4.21,0.0
20230830:0830,489.42,618.84,36.33,24.16,4.55,0.0
20230830:0930,276.8,366.45,24.4,23.72,4.76,0.0
20230830:1030,64.28,121.6,12.24,22.66,5.24,0.0
20230830:1130,0.52,7.17,0.15,20.68,5.24,0.0
20230830:1230,0.0,0.0,0.0,18.15,5.45,0.0
20230830:1330,0.0,0.0,0.0,16.27,5.17,0.0
20230830:1430,0.0,0.0,0.0,14.82,4.55,0.0
20230830:1530,0.0,0.0,0.0,13.59,3.79,0.0
20230830:1630,0.0,0.0,0.0,12.55,3.17,0.0
20230830:1730,0.0,0.0,0.0,11.68,2.69,0.0
20230830:1830,0.0,0.0,0.0,10.89,2.41,0.0
20230830:1930,0.0,0.0,0.0,10.23,2.14,0.0
20230830:2030,0.0,0.0,0.0,9.41,1.93,0.0
20230830:2130,0.0,0.0,0.0,8.7,1.66,0.0
20230830:2230,0.0,0.0,-1.59,8.51,1.31,0.0
20230830:2330,26.38,45.25,10.46,8.98,1.03,0.0
20230831:0030,217.56,280.91,22.49,10.94,0.97,0.0
20230831:0130,421.42,522.06,34.46,14.16,0.9,0.0
20230831:0230,602.8,779.91,45.77,16.93,0.28,0.0
20230831:0330,695.15,915.0,55.54,19.46,0.97,0.0
20230831:0430,746.48,989.51,61.93,21.42,1.72,0.0
20230831:0530,764.97,1011.7,62.38,22.77,2.48,0.0
20230831:0630,523.52,670.03,56.66,23.54,3.17,0.0
20230831:0730,356.68,451.9,47.21,23.21,3.45,0.0
20230831:0830,194.96,253.9,36.04,22.9,4.07,0.0
20230831:0930,108.46,150.49,24.13,22.18,4.76,0.0
20230831:1030,38.25,68.23,11.97,21.3,5.03,0.0
20230831:1130,0.0,0.0,-0.12,19.88,4.14,0.0
20230831:1230,0.0,0.0,0.0,17.77,2.34,0.0
20230831:1330,0.0,0.0,0.0,16.71,1.45,0.0
20230831:1430,0.0,0.0,0.0,16.1,1.1,0.0
20230831:1530,0.0,0.0,0.0,15.66,1.38,0.0
20230831:1630,0.0,0.0,0.0,15.23,2.14,0.0
20230831:1730,0.0,0.0,0.0,14.78,3.17,0.0
20230831:1830,0.0,0.0,0.0,14.19,2.97,0.0
20230831:1930,0.0,0.0,0.0,12.85,2.83,0.0
20230831:2030,0.0,0.0,0.0,12.58,2.28,0.0
20230831:2130,0.0,0.0,0.0,12.08,1.86,0.0
20230831:2230,0.0,0.0,-1.74,11.61,1.66,0.0
20230831:2330,27.29,46.78,10.32,11.16,1.52,0.0
20230901:0030,166.26,217.95,22.34,12.93,1.59,0.0
20230901:0130,299.03,368.11,34.3,14.88,2.28,0.0
20230901:0230,471.34,581.46,45.58,16.79,2.69,0.0
20230901:0330,685.57,872.16,55.29,18.46,2.41,0.0
20230901:0430,562.14,707.51,61.6,19.49,2.21,0.0
20230901:0530,627.35,798.97,62.01,19.79,2.28,0.0
20230901:0630,673.8,875.41,56.31,21.08,1.86,0.0
20230901:0730,580.02,748.66,46.9,22.34,1.66,0.0
20230901:0830,437.33,559.47,35.75,22.58,1.66,0.0
20230901:0930,218.29,293.36,23.85,22.57,1.52,0.0
20230901:1030,55.74,96.37,11.69,21.95,1.52,0.0
20230901:1130,0.0,0.0,-0.4,21.14,1.66,0.0
20230901:1230,0.0,0.0,0.0,19.77,1.45,0.0
20230901:1330,0.0,0.0,0.0,18.14,1.1,0.0
20230901:1430,0.0,0.0,0.0,18.0,0.55,0.0
20230901:1530,0.0,0.0,0.0,17.11,0.41,0.0
20230901:1630,0.0,0.0,0.0,16.14,0.9,0.0
20230901:1730,0.0,0.0,0.0,14.74,1.03,0.0
20230901:1830,0.0,0.0,0.0,14.5,0.9,0.0
20230901:1930,0.0,0.0,0.0,13.59,0.97,0.0
20230901:2030,0.0,0.0,0.0,13.25,0.9,0.0
20230901:2130,0.0,0.0,0.0,12.96,0.83,0.0
20230901:2230,0.0,0.0,-1.89,12.76,0.62,0.0
20230901:2330,22.14,40.36,10.18,12.56,0.41,0.0
20230902:0030,253.38,333.33,22.2,14.1,0.21,0.0
20230902:0130,462.4,585.82,34.14,17.99,0.9,0.0
20230902:0230,622.33,804.64,45.39,20.64,1.45,0.0
20230902:0330,723.46,963.74,55.04,22.4,1.45,0.0
20230902:0430,763.8,1044.92,61.27,23.65,1.1,0.0
20230902:0530,749.28,1041.17,61.64,24.69,0.69,0.0
20230902:0630,676.43,933.41,55.96,25.54,0.41,0.0
20230902:0730,563.37,757.23,46.59,25.42,0.41,0.0
20230902:0830,395.63,522.73,35.46,25.51,0.14,0.0
20230902:0930,188.5,259.01,23.57,25.2,0.21,0.0
20230902:1030,42.87,81.31,11.42,24.6,0.55,0.0
20230902:1130,0.0,0.0,-0.68,23.54,1.52,0.0
20230902:1230,0.0,0.0,0.0,21.31,2.55,0.0
20230902:1330,0.0,0.0,0.0,19.19,2.9,0.0
20230902:1430,0.0,0.0,0.0,18.03,2.76,0.0
20230902:1530,0.0,0.0,0.0,16.49,2.07,0.0
20230902:1630,0.0,0.0,0.0,14.89,1.52,0.0
20230902:1730,0.0,0.0,0.0,14.66,1.1,0.0
20230902:1830,0.0,0.0,0.0,15.23,0.76,0.0
20230902:1930,0.0,0.0,0.0,11.7,1.45,0.0
20230902:2030,0.0,0.0,0.0,11.63,1.17,0.0
20230902:2130,0.0,0.0,0.0,11.83,0.9,0.0
20230902:2230,0.0,0.0,-2.04,11.89,0.55,0.0
20230902:2330,22.31,40.44,10.04,11.63,0.28,0.0
20230903:0030,251.8,331.01,22.06,13.85,0.07,0.0
20230903:0130,458.15,583.04,33.98,18.03,0.55,0.0
20230903:0230,610.19,796.47,45.19,20.64,0.83,0.0
20230903:0330,717.75,951.89,54.78,22.66,1.66,0.0
20230903:0430,778.86,1041.11,60.93,24.26,2.41,0.0
20230903:0530,765.64,1022.23,61.27,25.4,2.69,0.0
20230903:0630,692.76,918.87,55.61,26.1,2.62,0.0
20230903:0730,582.19,748.04,46.27,25.61,3.72,0.0
20230903:0830,321.46,405.62,35.17,22.75,4.28,0.0
20230903:0930,202.56,270.08,23.29,22.89,3.79,0.0
20230903:1030,47.41,89.75,11.14,22.92,4.07,0.0
20230903:1130,0.0,0.0,-0.97,21.58,4.41,0.0
20230903:1230,0.0,0.0,0.0,19.55,4.62,0.0
20230903:1330,0.0,0.0,0.0,17.92,4.21,0.0
20230903:1430,0.0,0.0,0.0,16.58,3.79,0.0
20230903:1530,0.0,0.0,0.0,15.53,3.66,0.0
20230903:1630,0.0,0.0,0.0,14.69,3.45,0.0
20230903:1730,0.0,0.0,0.0,13.95,3.17,0.0
20230903:1830,0.0,0.0,0.0,13.3,2.97,0.0
20230903:1930,0.0,0.0,0.0,12.76,2.34,0.0
20230903:2030,0.0,0.0,0.0,12.08,2.48,0.0
20230903:2130,0.0,0.0,0.0,11.53,2.55,0.0
20230903:2230,0.0,0.0,-2.19,11.02,2.48,0.0
20230903:2330,22.1,39.96,9.9,10.66,2.55,0.0
20230904:0030,252.04,323.8,21.92,12.78,2.83,0.0
20230904:0130,472.06,578.05,33.82,16.38,3.66,0.0
20230904:0230,635.99,792.93,45.0,19.37,3.93,0.0
20230904:0330,750.69,957.63,54.52,21.85,4.34,0.0
20230904:0430,806.77,1041.57,60.6,23.83,5.03,0.0
20230904:0530,806.26,1042.34,60.89,25.2,5.66,0.0
20230904:0630,750.45,963.26,55.25,26.03,6.14,0.0
20230904:0730,633.9,805.1,45.94,26.21,6.07,0.0
20230904:0830,445.85,563.46,34.87,26.02,6.34,0.0
20230904:0930,252.5,336.09,23.01,25.07,6.97,0.0
20230904:1030,53.94,104.73,10.86,23.36,7.72,0.0
20230904:1130,0.0,0.0,-1.25,21.13,6.83,0.0
20230904:1230,0.0,0.0,0.0,19.02,6.62,0.0
20230904:1330,0.0,0.0,0.0,17.5,6.28,0.0
20230904:1430,0.0,0.0,0.0,16.33,6.0,0.0
20230904:1530,0.0,0.0,0.0,15.22,5.66,0.0
20230904:1630,0.0,0.0,0.0,14.52,5.38,0.0
20230904:1730,0.0,0.0,0.0,14.03,5.1,0.0
20230904:1830,0.0,0.0,0.0,13.6,4.9,0.0
20230904:1930,0.0,0.0,0.0,13.28,4.14,0.0
20230904:2030,0.0,0.0,0.0,12.76,4.0,0.0
20230904:2130,0.0,0.0,0.0,12.42,4.0,0.0
20230904:2230,0.0,0.0,-2.34,12.11,3.72,0.0
20230904:2330,28.13,47.96,9.76,11.96,3.31,0.0
20230905:0030,191.56,246.47,21.77,13.07,4.28,0.0
20230905:0130,365.72,443.46,33.66,15.23,4.55,0.0
20230905:0230,510.85,621.41,44.8,17.36,4.9,0.0
20230905:0330,648.62,802.95,54.26,19.76,5.45,0.0
20230905:0430,728.95,919.92,60.26,22.04,5.38,0.0
20230905:0530,768.53,982.37,60.51,23.74,5.52,0.0
20230905:0630,673.27,855.77,54.89,24.92,5.79,0.0
20230905:0730,503.93,637.96,45.62,25.66,5.1,0.0
20230905:0830,319.14,404.96,34.57,25.19,5.52,0.0
20230905:0930,162.41,220.01,22.72,23.87,6.14,0.0
20230905:1030,34.02,62.73,10.58,22.11,6.97,0.0
20230905:1130,0.0,0.0,-1.54,19.92,6.07,0.0
20230905:1230,0.0,0.0,0.0,17.87,5.59,0.0
20230905:1330,0.0,0.0,0.0,16.22,5.24,0.0
20230905:1430,0.0,0.0,0.0,15.16,4.76,0.0
20230905:1530,0.0,0.0,0.0,14.49,4.14,0.0
20230905:1630,0.0,0.0,0.0,14.07,3.59,0.0
20230905:1730,0.0,0.0,0.0,13.7,3.59,0.0
20230905:1830,0.0,0.0,0.0,13.49,3.72,0.0
20230905:1930,0.0,0.0,0.0,13.59,3.24,0.0
20230905:2030,0.0,0.0,0.0,13.28,3.1,0.0
20230905:2130,0.0,0.0,0.0,13.14,2.97,0.0
20230905:2230,0.0,0.0,-2.49,13.11,2.69,0.0
20230905:2330,22.15,40.4,9.62,13.06,2.83,0.0
20230906:0030,176.91,230.55,21.63,14.16,4.14,0.0
20230906:0130,360.66,439.5,33.5,16.01,3.93,0.0
20230906:0230,503.15,619.45,44.6,18.52,3.52,0.0
20230906:0330,625.66,789.35,54.0,20.76,3.38,0.0
20230906:0430,501.84,637.62,59.92,23.2,3.03,0.0
20230906:0530,596.9,768.31,60.13,24.31,3.03,0.0
20230906:0630,598.89,774.51,54.53,25.54,3.24,0.0
20230906:0730,431.16,550.4,45.29,26.28,4.0,0.0
20230906:0830,333.8,425.53,34.27,26.11,4.9,0.0
20230906:0930,116.37,162.45,22.43,23.88,5.66,0.0
20230906:1030,28.25,51.62,10.29,21.43,6.07,0.0
20230906:1130,0.0,0.0,-1.83,19.24,5.59,0.0
20230906:1230,0.0,0.0,0.0,17.49,4.9,0.0
20230906:1330,0.0,0.0,0.0,16.39,4.21,0.0
20230906:1430,0.0,0.0,0.0,15.75,3.72,0.0
20230906:1530,0.0,0.0,0.0,14.99,2.62,0.0
20230906:1630,0.0,0.0,0.0,14.54,1.72,0.0
20230906:1730,0.0,0.0,0.0,14.52,1.59,0.0
20230906:1830,0.0,0.0,0.0,14.21,2.0,0.0
20230906:1930,0.0,0.0,0.0,14.56,2.28,0.0
20230906:2030,0.0,0.0,0.0,14.38,2.55,0.0
20230906:2130,0.0,0.0,0.0,14.03,3.38,0.0
20230906:2230,0.0,0.0,-2.64,13.29,4.41,0.0
20230906:2330,5.62,16.66,9.48,12.03,4.9,0.0
20230907:0030,22.14,40.2,21.48,11.6,3.52,0.0
20230907:0130,46.65,70.86,33.33,11.78,3.1,0.0
20230907:0230,66.09,93.97,44.39,11.5,2.97,0.0
20230907:0330,98.12,131.34,53.73,11.43,2.76,0.0
20230907:0430,123.26,159.76,59.57,11.55,2.76,0.0
20230907:0530,126.39,163.28,59.75,12.01,2.48,0.0
20230907:0630,127.87,166.4,54.17,12.45,2.07,0.0
20230907:0730,90.84,123.91,44.96,13.48,2.14,0.0
20230907:0830,87.87,120.23,33.96,13.78,2.14,0.0
20230907:0930,43.01,67.4,22.14,14.0,2.21,0.0
20230907:1030,6.1,18.01,10.0,13.83,2.14,0.0
20230907:1130,0.0,0.0,-2.13,13.25,2.0,0.0
20230907:1230,0.0,0.0,0.0,12.83,1.86,0.0
20230907:1330,0.0,0.0,0.0,12.66,1.93,0.0
20230907:1430,0.0,0.0,0.0,12.55,1.79,0.0
20230907:1530,0.0,0.0,0.0,12.55,1.79,0.0
20230907:1630,0.0,0.0,0.0,12.52,1.59,0.0
20230907:1730,0.0,0.0,0.0,12.55,1.45,0.0
20230907:1830,0.0,0.0,0.0,12.56,1.79,0.0
20230907:1930,0.0,0.0,0.0,12.5,1.72,0.0
20230907:2030,0.0,0.0,0.0,12.32,1.38,0.0
20230907:2130,0.0,0.0,0.0,12.14,1.52,0.0
20230907:2230,0.0,0.0,-2.79,12.04,1.38,0.0
20230907:2330,8.31,20.9,9.33,11.88,1.24,0.0
20230908:0030,62.63,91.56,21.33,12.18,1.31,0.0
20230908:0130,92.49,125.41,33.16,12.66,1.59,0.0
20230908:0230,174.36,221.09,44.19,13.39,1.03,0.0
20230908:0330,206.03,259.76,53.46,14.4,0.07,0.0
20230908:0430,323.61,398.38,59.23,15.04,1.45,0.0
20230908:0530,286.78,355.04,59.36,15.78,2.07,0.0
20230908:0630,209.28,264.46,53.8,16.18,2.28,0.0
20230908:0730,243.01,304.28,44.63,16.85,2.28,0.0
20230908:0830,142.54,185.96,33.66,16.78,2.48,0.0
20230908:0930,57.85,86.32,21.85,16.0,2.41,0.0
20230908:1030,9.92,23.59,9.71,15.16,1.86,0.0
20230908:1130,0.0,0.0,-2.42,14.19,1.45,0.0
20230908:1230,0.0,0.0,0.0,13.59,1.31,0.0
20230908:1330,0.0,0.0,0.0,13.24,1.03,0.0
20230908:1430,0.0,0.0,0.0,12.75,1.1,0.0
20230908:1530,0.0,0.0,0.0,12.41,1.03,0.0
20230908:1630,0.0,0.0,0.0,11.76,1.17,0.0
20230908:1730,0.0,0.0,0.0,11.57,1.17,0.0
20230908:1830,0.0,0.0,0.0,11.34,1.17,0.0
20230908:1930,0.0,0.0,0.0,10.11,1.17,0.0
20230908:2030,0.0,0.0,0.0,9.82,1.03,0.0
20230908:2130,0.0,0.0,0.0,9.51,0.69,0.0
20230908:2230,0.0,0.0,-2.94,9.26,0.41,0.0
20230908:2330,22.88,40.79,9.19,9.04,0.28,0.0
20230909:0030,161.3,207.95,21.18,9.72,0.41,0.0
20230909:0130,412.8,507.34,32.99,11.47,0.41,0.0
20230909:0230,619.21,783.65,43.98,14.48,0.76,0.0
20230909:0330,725.14,947.01,53.19,17.3,1.03,0.0
20230909:0430,776.03,1032.89,58.88,19.26,1.24,0.0
20230909:0530,772.64,1030.21,58.97,20.59,1.45,0.0
20230909:0630,711.6,943.16,53.43,21.49,1.31,0.0
20230909:0730,562.3,722.61,44.29,21.77,1.52,0.0
20230909:0830,385.64,489.43,33.35,21.59,1.66,0.0
20230909:0930,227.44,304.74,21.55,21.48,1.79,0.0
20230909:1030,44.96,91.05,9.42,21.07,2.14,0.0
20230909:1130,0.0,0.0,-2.72,19.72,2.0,0.0
20230909:1230,0.0,0.0,0.0,17.8,1.86,0.0
20230909:1330,0.0,0.0,0.0,16.38,1.45,0.0
20230909:1430,0.0,0.0,0.0,15.02,1.17,0.0
20230909:1530,0.0,0.0,0.0,14.98,0.83,0.0
20230909:1630,0.0,0.0,0.0,14.84,0.69,0.0
20230909:1730,0.0,0.0,0.0,14.62,0.62,0.0
20230909:1830,0.0,0.0,0.0,14.13,0.83,0.0
20230909:1930,0.0,0.0,0.0,14.04,0.55,0.0
20230909:2030,0.0,0.0,0.0,13.45,0.83,0.0
20230909:2130,0.0,0.0,0.0,13.07,0.9,0.0
20230909:2230,0.0,0.0,-3.08,12.37,1.03,0.0
20230909:2330,20.53,38.17,9.05,12.34,0.97,0.0
20230910:0030,256.28,332.69,21.03,13.41,0.62,0.0
20230910:0130,464.94,584.32,32.82,16.23,0.76,0.0
20230910:0230,617.86,792.25,43.77,18.34,1.17,0.0
20230910:0330,725.05,944.65,52.92,20.05,1.93,0.0
20230910:0430,772.27,1012.97,58.53,21.39,2.55,0.0
20230910:0530,654.8,842.26,58.59,22.4,3.17,0.0
20230910:0630,643.71,824.8,53.06,22.63,3.52,0.0
20230910:0730,484.79,606.96,43.96,22.65,4.83,0.0
20230910:0830,346.21,434.92,33.03,22.36,4.97,0.0
20230910:0930,100.84,141.17,21.25,21.92,4.9,0.0
20230910:1030,18.84,37.28,9.13,20.9,4.41,0.0
20230910:1130,0.0,0.0,-3.01,19.73,3.79,0.0
20230910:1230,0.0,0.0,0.0,18.43,2.97,0.0
20230910:1330,0.0,0.0,0.0,17.51,2.28,0.0
20230910:1430,0.0,0.0,0.0,16.6,1.93,0.0
20230910:1530,0.0,0.0,0.0,15.22,1.52,0.0
20230910:1630,0.0,0.0,0.0,13.29,1.03,0.0
20230910:1730,0.0,0.0,0.0,11.96,0.97,0.0
20230910:1830,0.0,0.0,0.0,11.6,0.76,0.0
20230910:1930,0.0,0.0,0.0,11.84,0.62,0.0
20230910:2030,0.0,0.0,0.0,11.4,0.34,0.0
20230910:2130,0.0,0.0,0.0,11.1,0.21,0.0
20230910:2230,0.0,0.0,-3.23,10.84,0.41,0.0
20230910:2330,5.37,16.18,8.9,10.59,0.48,0.0
20230911:0030,52.41,77.88,20.88,10.52,0.34,0.0
20230911:0130,96.01,128.57,32.65,10.81,0.76,0.0
20230911:0230,188.28,234.53,43.55,10.99,0.97,0.0
20230911:0330,324.64,395.03,52.64,11.58,0.9,0.0
20230911:0430,560.13,697.91,58.18,12.76,0.76,0.0
20230911:0530,398.02,490.78,58.2,14.46,0.76,0.0
20230911:0630,207.51,262.15,52.69,14.86,0.62,0.0
20230911:0730,246.45,307.59,43.62,15.34,1.52,0.0
20230911:0830,174.39,222.85,32.72,15.69,1.86,0.0
20230911:0930,152.32,202.82,20.95,15.64,2.0,0.0
20230911:1030,29.73,53.09,8.83,15.59,2.28,0.0
20230911:1130,0.0,0.0,-3.31,14.75,1.79,0.0
20230911:1230,0.0,0.0,0.0,13.7,1.52,0.0
20230911:1330,0.0,0.0,0.0,13.01,1.24,0.0
20230911:1430,0.0,0.0,0.0,12.12,0.83,0.0
20230911:1530,0.0,0.0,0.0,12.19,0.41,0.0
20230911:1630,0.0,0.0,0.0,11.8,0.41,0.0
20230911:1730,0.0,0.0,0.0,11.35,0.55,0.0
20230911:1830,0.0,0.0,0.0,10.97,0.62,0.0
20230911:1930,0.0,0.0,0.0,9.79,0.55,0.0
